claim,truth,pred,raw
"Lamont fills top public health, insurance agency j",True,Unverifiable,"I would classify the claim as ""Unverifiable"". There is no information provided to support this claim"
The city of Atlanta has $56 million in its reserve,True,Unverifiable,"I would classify this claim as ""Unverifiable"". There is no publicly available information about the exact"
CVI: The impairment affecting children whose eyes ,True,Unverifiable,"I would classify the claim as ""Unverifiable"". The claim ""CVI"" likely refers to"
"Leticia Van de Putte ""voted to give illegal immigr",False,Misleading,"I would classify this claim as ""Misleading"". 

The claim is technically accurate in that Letic"
Talk radio host Rush Limbaugh was disqualified fro,Unverifiable,Misleading,"I would classify this claim as 'Misleading'. 

The claim is technically accurate in stating that Rush"
Immigration authorities are taking rosaries away f,True,False,"I would classify this claim as: 

3. False: Factually incorrect or fabricated.

There is"
Marco Rubio thinks that government shouldn't be in,False,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
5 convicted in meningitis outbreak case; 1 acquitt,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
A list compiles Andy Rooney's wry observations on ,False,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
"“The flu killed 80,000 Americans last year accordi",False,Misleading,"I would classify this claim as ""Misleading"". 

The claim is technically accurate in that the Centers"
"Taiwan's 'holy pig' festival cruel, says rights gr",True,Misleading,"I would classify this claim as:

2. Misleading

The claim is technically accurate in stating that"
"For thousands of public employees, Wisconsin Gov. ",Misleading,Misleading,"I would classify this claim as ""Misleading"". The claim is technically accurate in stating that the bill"
"An image shows reported cases of ""flesh eating bac",False,Misleading,"I would classify this claim as: 

2. Misleading

The claim is technically accurate in stating"
Some grocery store receipts contain chemicals link,True,Misleading,"I would classify this claim as ""Misleading"". The claim is technically accurate in stating that some grocery"
FDA advisory panel backs Merck's blood clot-preven,True,True,"I would classify this claim as: 

1. True: Scientifically proven and consensus-backed.

This"
Over a dozen arrests in SC following 4th Poor Peop,True,Misleading,"I would classify this claim as: 

2. Misleading

The claim implies that the arrests were"
"The Black Panther Party created the Women, Infants",False,Misleading,"I would classify this claim as 'Misleading'. 

The Women, Infants, and Children ("
A photograph shows a dead man whose unwitting co-w,False,Misleading,"I would classify this claim as: 2. Misleading

The claim is technically accurate in that"
"Swiss police arrest ""healer"" accused of infecting ",True,True,"I would classify this claim as: 

1. True: Scientifically proven and consensus-backed.

This"
A photograh showing a body of water with two disti,Misleading,Misleading,"I would classify this claim as ""Misleading"". The claim is technically accurate in that the Mississippi River"
NASA and NOAA faked climate data in the GISTEMP gl,False,Misleading,"I would classify this claim as: 2. Misleading

This claim is technically accurate in stating"
A photo shows Democratic U.S. Rep. Maxine Waters a,False,Misleading,"I would classify this claim as ""Misleading"". The claim is technically accurate in stating that the photo"
"Illegal tobacco sales, price driven too high, has ",True,Misleading,"I would classify this claim as ""Misleading"".

The claim implies a direct causal link between the price"
"John Holdren, director of the White House Office o",False,Misleading,"I would classify this claim as: 

**Misleading**

The claim is technically accurate in stating that"
"U.S. Senator Kamala Harris bragged, boasted or lau",Misleading,Unsure,I couldn't find any evidence to support the claim that U.S. Senator Kamala Harris made a
Merck wins UK okay for Keytruda in lung cancer aft,True,Misleading,"I would classify this claim as: 2. Misleading.

The claim implies that Merck ("
In the last six years of Cianci’s administration v,True,Misleading,"I would classify this claim as ""Misleading"". 

The claim is technically accurate in stating that violent"
Many younger U.S. adults skipping flu shots: repor,True,Unverifiable,"I would classify this claim as ""Unverifiable"". The claim states that many younger U.S."
The FDA has updated its warnings for — and recomme,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

The"
The WHO coronavirus test “was a bad test.”,False,Misleading,"I would classify this claim as ""Misleading"". The claim is technically accurate in stating that the initial"
"On September 18 2020, Twitter user @JohnCammo twee",True,Misleading,"I would classify this claim as: 2. Misleading

This is because the claim is technically"
On mandatory ultrasounds before abortions.,True,Misleading,"I would classify this claim as ""Misleading"". 

The claim likely refers to the idea that mandatory"
Tougher vaccine rules move forward in California.,True,Unverifiable,"I would classify this claim as ""Unverifiable"" because it is too vague and lacks specific details"
"Facebook post Says ""there is no"" COVID-19 virus.",False,False,"I would classify this claim as: 

3. False: Factually incorrect or fabricated.

This claim"
Deborah Harry was nearly abducted by serial killer,Unverifiable,True,"I would classify this claim as 'Misleading'. 

While it is true that Deborah Harry (the"
Drug Policy Alliance Says Debbie Wasserman Schultz,False,Misleading,"I would classify this claim as ""Misleading"". 

The claim is technically accurate in that Debbie Wass"
French breast implant boss arrested.,True,Unverifiable,"I would classify this claim as ""Unverifiable"". There is no information provided to support the existence"
The Healthy Skeptic: Products make testosterone cl,True,Unsure,"I would classify the claim ""The Healthy Skeptic: Products make testosterone claims"" as:

2."
Oregon 2nd-grader diagnosed with meningococcal men,True,Unsure,I couldn't find any information about a specific 2nd-grader from Oregon being diagnosed with mening
Blood Test May Predict Rheumatoid Arthritis,False,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

There"
'Female Viagra' gets mixed reviews,False,True,"I would classify the claim ""Female Viagra"" gets mixed reviews as:

1. True: Scientifically"
U.S. coronavirus supply spree sparks outrage among,True,Unverifiable,"I would classify this claim as ""Unverifiable"". The claim makes a statement about a ""cor"
Photographs show a new Chinese aircraft carrier.,Unverifiable,Unverifiable,"I would classify this claim as ""Unverifiable"". There is no concrete evidence or credible sources to"
Facebook post Says businesses will give you free b,False,Misleading,"I would classify this claim as: 

2. Misleading

This is because, while some businesses"
"Beth Chapman, wife of Duane “Dog” Chapman from the",Misleading,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

Beth"
"During the August 2017 solar eclipse, some people ",Unverifiable,Misleading,"I would classify this claim as: 2. Misleading

The claim is technically accurate in stating"
"The IRS is going to be ""in charge"" of ""a huge nati",False,Misleading,"I would classify this claim as ""Misleading"". 

The claim implies that the IRS will have access"
Dr. Deborah Birx said at a press conference concer,True,Misleading,"I would classify this claim as ""Misleading"". 

The claim is technically accurate in stating that hiring"
The real Hillary Clinton has been dead since 1998 ,False,False,I would classify this claim as: 3. False: Factually incorrect or fabricated.
After Massachusetts passed a mandatory health insu,True,Misleading,"I would classify this claim as ""Misleading"".

The claim implies that the mandatory health insurance law directly"
"Humira Provides Effective, Non-Steroid Alternative",True,True,"I would classify this claim as:

1. True: Scientifically proven and consensus-backed.

Humira"
"HIV-positive basketball star Earvin ""Magic"" Johnso",False,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

In"
Menopause 'hot flash' medicine could cut symptom b,False,Misleading,"I would classify this claim as: 

2. Misleading

The claim implies that the trial shows"
"In February and March 2018, hundreds of Canadian d",True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

The"
Blood test may identify gestational diabetes risk ,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

There"
U.S. ‘wasted’ months before preparing for virus pa,True,Misleading,"I would classify this claim as: 2. Misleading

The claim implies that the U.S"
An habitual alcohol abuser lost his penis to frost,False,False,"I would classify this claim as: 

3. False: Factually incorrect or fabricated.

This claim"
Glaxo Touts Experimental Tykerb As Effective Breas,Misleading,Misleading,"I would classify this claim as:

2. Misleading

The claim suggests that Glaxo is"
"Ebola is real, Congo president tells skeptical pop",True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

The"
New breast cancer screening guidelines at odds wit,True,Unverifiable,"I would classify this claim as ""Unverifiable"". The claim implies that there are new breast cancer"
Arminas Pileckas was murdered because he was tryin,Unverifiable,Unsure,I couldn't find any information about a person named Arminas Pileckas being murdered due
A video investigation showed that Planned Parentho,False,Misleading,"I would classify this claim as ""Misleading"". 

The claim implies that Planned Parenthood intentionally lies about"
Wyeth Wins U.S. OK to Sell Pristiq for Depression.,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

P"
"The stimulus includes ""$219,000 to study the sex l",Misleading,Misleading,"I would classify this claim as ""Misleading"". The claim implies that the stimulus is specifically for studying"
Jury clears J&J of liability in New Jersey talc ca,True,True,"I would classify this claim as: 

1. True: Scientifically proven and consensus-backed.

This"
More women are victims of domestic violence on Sup,False,Misleading,"I would classify this claim as ""Misleading"". 

The claim implies that Super Bowl Sunday is the"
"An ""abortion procedure is actually safer than a va",True,Misleading,"I would classify this claim as ""Misleading"". 

The claim implies that abortion procedures are safer than"
"Dick Black Says Jill McCabe ""supports late term ab",False,Misleading,"I would classify this claim as ""Misleading"". 

The claim is technically accurate in that Jill McCabe"
"Donald Trump Says 25 percent of U.S. Muslims ""agre",False,Misleading,"I would classify this claim as: 

**Misleading**

This claim is technically accurate in that some"
"In 2019, California education authorities formulat",False,Misleading,"I would classify this claim as ""Misleading"". 

The claim implies that California authorities formulated a policy"
"In Small Test, Experimental Prostate Drug Shows Pr",Misleading,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
Trading tires: How the West fuels a waste crisis i,True,Misleading,"I would classify this claim as ""Misleading"". The claim implies that trading tires is the primary cause"
"When Size Matters, Men Can Turn to Penile Extender",Misleading,False,"I would classify this claim as: 

3. False: Factually incorrect or fabricated.

There is"
A Russian asbestos company placed a seal with the ,True,Misleading,"I would classify this claim as ""Misleading"". 

The claim is technically accurate in that there is"
Death and disease from leptospirosis is spread by ,Misleading,True,"I would classify this claim as 'Misleading'. 

While it is true that leptospirosis"
"As a state rep, I was considered the fourth-most c",Misleading,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
The Obama administration created a program to prov,Misleading,True,"I would classify this claim as ""Misleading"". 

The claim is partially true, as the Obama"
A video shows the fluff of poplar trees burning ac,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
US biologists eye unusual deaths of Alaska ice sea,True,Unverifiable,"I would classify this claim as ""Unverifiable"". The claim mentions ""US biologists"", which"
"States look to lower drug costs, consider Canadian",True,Misleading,"I would classify this claim as ""Misleading"". The claim is technically accurate in stating that some states"
Malaysia vaccinating for polio after first case in,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

Mal"
Biogen's secret campaign to bring its Alzheimer's ,True,Misleading,"I would classify this claim as ""Misleading"". The claim implies that Biogen has a secret campaign"
Officials worry about Nebraska children’s health c,True,Unverifiable,"I would classify this claim as ""Unverifiable"". The claim is too vague and lacks specific details"
Regarding the surgery that saved Jimmy Kimmel's so,False,Unsure,"I couldn't find any information about a specific surgery that saved Jimmy Kimmel's son, and I"
Penn team finds success with talk therapy for schi,Misleading,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
The snakehead fish can survive on land. ,True,Misleading,"I would classify this claim as: 

2. Misleading

The snakehead fish (Channa"
"More than 1,000 people ... move to Texas every day",True,Misleading,"I would classify this claim as ""Misleading"". The claim is technically accurate in that a large number"
WWE wrestler Ric Flair was declared brain dead on ,False,False,"I would classify this claim as: 

3. False: Factually incorrect or fabricated.

There is"
Pulsed radiofrequency relieves acute back pain and,False,True,"I would classify this claim as:

1. True: Scientifically proven and consensus-backed.

Puls"
"The government ""knowingly"" injected a birth defect",False,Misleading,"I would classify this claim as ""Misleading"". 

The claim is technically accurate in that there were"
China reports one more H7N9 bird flu death.,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
A 31-year-old Cincinnati woman was taken to the ho,False,Misleading,"I would classify this claim as: 

Misleading

The claim is technically accurate in stating that a"
Study Shows Limited Benefits From Calcium,Misleading,Misleading,"I would classify the claim ""Study Shows Limited Benefits From Calcium"" as:

**Misleading**

This"
"In January 2020, Paula White prayed for all ""satan",Misleading,Misleading,"I would classify this claim as ""Misleading"". 

The claim is technically accurate in that Paula White"
"Johns Hopkins Hospital issued a ""cancer update"" de",False,Unsure,"I couldn't find any information about Johns Hopkins Hospital releasing a ""cancer update"" detailing how cancer"
Japan defends cautious approach on coronavirus tes,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
Claims of virgin births in U.S. near 1 percent: st,True,Misleading,"I would classify this claim as ""Misleading"". The claim is technically accurate, as there is a"
Mobile clinics seen as way to cut U.S. health bill,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

Mobile"
Chance the Rapper giving $1M to boost mental healt,True,Unsure,I couldn't find any information or credible sources confirming that Chance the Rapper gave $1M to
"New nonprofit tackles COVID-19 in Native, rural co",True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
"VW ramps up China electric car factories, taking a",True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

The"
Britain gives scientist go-ahead to genetically mo,True,Misleading,"I would classify this claim as ""Misleading"". The claim implies that Britain has given scientists a go"
The FBI foiled a Muslim Brotherhood plot to take o,Unverifiable,True,"I would classify this claim as:

1. True: Scientifically proven and consensus-backed.

This claim"
U.S. Representatives Rashid Tlaib and Ilhan Omar c,False,True,"I would classify this claim as 'Misleading'. 

While it is true that U.S. Representatives"
"In January 2019, Second Lady Karen Pence began wor",Misleading,Misleading,"I would classify this claim as 'Misleading'. 

Although Karen Pence did leave her position as the"
Russian president Vladimir Putin slammed Western c,Unverifiable,True,"I would classify this claim as ""Misleading"".

The claim is partially true, as there is evidence"
"Donald Trump Jr. tweeted, ""Do you know what's depl",True,Misleading,"I would classify this claim as 'Misleading'. 

The claim is technically accurate in the sense that"
New drugs show rare promise against advanced breas,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
House protects pizza as a vegetable.,True,Misleading,"I would classify this claim as ""Misleading"". The claim is technically accurate in the sense that the"
Penn study: Pay patients to take their pills,True,Unsure,"I couldn't find any information about a specific study by ""Penn"" that involves paying patients to take"
"Ken Paxton Says Barack Obama ""acknowledged over 20",False,Misleading,"I would classify this claim as ""Misleading"". 

The claim suggests that Barack Obama acknowledged that his"
Big Island hospital struck by outbreak of scabies.,True,Unsure,I couldn't find any information about a recent outbreak of scabies at a hospital on the Big Island
Tuberculosis infection found at University of Miss,True,Unverifiable,"I would classify the claim as ""Unverifiable"". There is no information provided about the specific circumstances"
"The Affordable Care Act says that ""at age 76 when ",False,Misleading,"I would classify this claim as ""Misleading"". 

The Affordable Care Act (ACA) does not"
"‘Critical moment’ for firms amid retirements, opio",True,Unverifiable,I would classify this claim as 'Unverifiable'. The claim is vague and does not provide specific
Eating more fish could prevent Parkinson's disease,False,Misleading,"I would classify this claim as ""Misleading"".

While there is some evidence suggesting that certain nutrients found"
Huggies Snug and Dry brand diapers commonly cause ,Unverifiable,Misleading,"I would classify this claim as: 2. Misleading

Although Huggies Snug and"
Eleven states have banned the use of electronic ci,False,True,"I would classify this claim as ""True"". 

As of my knowledge cutoff in 2023,"
The coronavirus has seen a “big surge in New Zeala,False,Misleading,"I would classify this claim as ""Misleading"". The claim implies that there has been a significant increase"
"Shows a waitress saying, ""I lost my job. But I'll ",False,Misleading,"I would classify this claim as ""Misleading"". 

The claim is technically accurate in the sense that"
A letter to the editor suggested that 2007's early,Misleading,Misleading,"I would classify this claim as ""Misleading"". 

The claim is technically accurate in stating that Day"
A video shows two people waving guns at protesters,True,False,"I would classify this claim as: 3. False: Factually incorrect or fabricated.

This classification"
Canadians worried by plan to let Americans import ,True,Misleading,"I would classify this claim as ""Misleading"". The claim implies that Canadians are worried about the plan"
Breast-Feeding Linked to Reduced Risk of Preemie E,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

Bre"
Robotic surgeries costlier but safer: study,True,Misleading,"I would classify the claim as ""Misleading"". 

The claim implies that robotic surgeries are both cost"
A Twitter user responded to Stephen King's asserti,Misleading,Misleading,"I would classify this claim as: 2. Misleading

The claim is technically accurate in stating"
"On Syria, ""a lot of the allies signed on. At the l",False,Misleading,"I would classify this claim as ""Misleading"". The claim implies that the allies were initially committed to"
A photograph shows the Arch of Baal erected on the,True,False,"I would classify this claim as: 3. False: Factually incorrect or fabricated.

There is"
There is no good data showing secondhand smoke kil,False,Misleading,"I would classify this claim as ""Misleading"". The claim is technically accurate in that there is limited"
Testosterone gel linked to heart problems.,True,Misleading,"I would classify this claim as: 2. Misleading

The claim is technically accurate, as"
"During a radio interview, Rosie O'Donnell said, ""I",Misleading,False,"I would classify this claim as: 

3. False: Factually incorrect or fabricated.

This claim"
"Waste not, want not: P&G venture aims to squeeze n",True,Misleading,"I would classify this claim as: 2. Misleading

The claim appears to be technically accurate"
"Mike Pence Says Hillary Clinton ""wants to increase",True,Misleading,"I would classify this claim as: 

2. Misleading

This claim is technically accurate in that"
Ohio officials say tick-borne Lyme Disease still a,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

L"
Missouri faces vaccination hesitancy amid measles ,True,Unverifiable,"I would classify this claim as ""Unverifiable"". The claim states that Missouri faces vaccination hesit"
"Southeast Asian nations, among worst ocean pollute",True,Misleading,"I would classify this claim as ""Misleading"". 

The claim implies that Southeast Asian nations are the"
The use of cellular phones poses a danger of touch,False,Misleading,"I would classify this claim as ""Misleading"". 

The claim is technically accurate in that it is"
Georgia teenager Maddie Kelley is endangered and n,Misleading,Unsure,I couldn't find any information about a specific Georgia teenager named Maddie Kelley being endangered and in need
Britain to complete plan next year to reach net ze,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

The"
Marijuana legalization has led to an increase in c,Unverifiable,True,"I would classify this claim as ""Misleading"". 

While it is true that Colorado did legalize marijuana"
Senators: Double funding for universal flu vaccine,True,Unverifiable,"I would classify this claim as ""Unverifiable"". The claim mentions a specific action taken by senators"
Jury awards more than $70M to woman in baby powder,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
Thailand reports new coronavirus death as total ca,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
Democrats push new $3T coronavirus relief bill thr,True,Misleading,"I would classify this claim as: 2. Misleading

The claim implies that Democrats are pushing"
"Students at Emory University were offered ""emergen",False,Misleading,"I would classify this claim as ""Misleading"". The claim implies that the graffiti was a reason for"
President Donald Trump has targeted the family of ,False,Misleading,"I would classify this claim as: 

2. Misleading

The claim is technically accurate in stating"
Massachusetts lawmakers weigh ‘Medicare for all’ b,True,Unverifiable,"I would classify this claim as ""Unverifiable"". The claim is stating that Massachusetts lawmakers are weighing"
